url,domain,status_code,response_time_ms,redirect_count,title_exists,title_length,title_word_count,meta_description_exists,meta_description_length,meta_description_word_count,h1_count,h2_count,h3_count,h4_count,h5_count,h6_count,word_count,character_count,unique_word_count,unique_word_ratio,image_count,images_with_alt,images_without_alt,empty_alt_count,total_link_count,internal_link_count,external_link_count,nofollow_link_count,sponsored_link_count,ugc_link_count
https://example.com/,example.com,200,383.82,0,True,14,2,False,0,0,1,0,0,0,0,0,21,142,16,0.7619047619047619,0,0,0,0,1,0,1,0,0,0
https://example.com/,example.com,200,234.41,0,True,14,2,False,0,0,1,0,0,0,0,0,21,142,16,0.7619047619047619,0,0,0,0,1,0,1,0,0,0
